id,created_at,text 
1097697183623770112,2019-02-19 03:19:37,b'06:19 Traffic slow from Garden city towards Survey bumps at 6:20am via @Fredengosia'
1097697182684250117,2019-02-19 03:19:37,b'06:19 @hopeonair @RawderKidula Thika Road from Muthaiga towards the Pangani interchange bumper to bumper but moving slowly. via @kedemiisme'
1097697057110982656,2019-02-19 03:19:07,b'06:19 @rosemuriungi2 Thika road jam is starting from rostus via @erickkithinji'
1097696176927899654,2019-02-19 03:15:37,b'06:15 kiambu road traffic starts at KIST via @mwasamuel'
1097696176080605185,2019-02-19 03:15:37,b'06:15 Thika road ni teketeke to CBD.... via @rosemuriungi2'
1097695546976976898,2019-02-19 03:13:07,b'06:13 who cursed thika road. Starts at homeland @6:15 via @shikohmuriithi'
1097694666357727232,2019-02-19 03:09:37,b'06:09 @LIONmCrazy   @ntsa_kenya @NPSOfficial_KE   when we will organised stages to board in railway station. We hav\xe2\x80\xa6 https://t.co/rfxvVpsm47'
1097694037308510214,2019-02-19 03:07:07,"b'06:07 Waiyaki way is clear,but matatu owners should reduce fare since pump price recently went down via @AmadiFrances2'"
1097687745823158272,2019-02-19 02:42:07,b'05:42 jogoo rd to town 12mins via @Mugomatic1'
1097687493984563201,2019-02-19 02:41:07,b'05:41 Waiyaki way teketeke.Early birds having the best deals as ussual via @ToneyAusteen'
1097685732997693446,2019-02-19 02:34:07,b'05:34 There is a horse Thika road fast lane Githurai bridge. Honestly thought was seeing things. via @brayo1'
1097592367434092544,2019-02-18 20:23:07,b'23:23 @KibetBenard_   @InteriorKE            This data thing is dangerous.We have had car number plates cloning. No\xe2\x80\xa6 https://t.co/Wtgg6OlPOS'
1097589348512555008,2019-02-18 20:11:07,b'23:11 @ntsa_kenya     @SafedriveAfrica @AAKenya       @KenyaRedCross    While driving avoid phone or else your fami\xe2\x80\xa6 https://t.co/KnchW0Wqc7'
1097583433872801793,2019-02-18 19:47:37,"b""22:47 this is the torture we've undergone despite complaints from almost all passengers aboard Risen KCR 722* CBD-K\xe2\x80\xa6 https://t.co/zaivfjyKrT"""
1097583307401953285,2019-02-18 19:47:07,"b""22:47 this is the torture we've undergone despite complaints from almost all passengers aboard Risen KCR 722* CBD-K\xe2\x80\xa6 https://t.co/RMgFbK7buo"""
1097571353568464896,2019-02-18 18:59:37,b'21:59 @ntsa_kenya @EnergyMinK Fuel adalteration is a disaster that no one speaks about. I just fueled at shell on O\xe2\x80\xa6 https://t.co/bTmB7MtYmC'
1097569970215624706,2019-02-18 18:54:07,b'21:54  https://t.co/NrgxqOFRUk via @heznjosh'
1097565817066143745,2019-02-18 18:37:37,b'21:37 Ngong River at NCPB near Donholm along Outering road. @NemaKenya @minwater_sani @UNEnvironment\xe2\x80\xa6 https://t.co/83AqO32R7c'
1097564181648338950,2019-02-18 18:31:07,"b'21:31 Why are matatus taking advantage of Kenyans? Fuel has gone down and these guys have not reduced their fares,\xe2\x80\xa6 https://t.co/KcLOZPfm7c'"
1097563930065625088,2019-02-18 18:30:07,b'21:30 By now @ntsa_kenya should have suspended the PSV licence for #GreenlineBus  https://t.co/xJBQoMSyBU via @SAkhwale'
1097563803863207937,2019-02-18 18:29:37,"b'21:29 As long as Salgaa Town remains a police ATM, more accidents will continue to happen. The police manning the r\xe2\x80\xa6 https://t.co/r66eX8LXZq'"
1097562797192462339,2019-02-18 18:25:37,"b'21:25 @Kerichjoseah We may to dispatch Recce company to the roads, just witnessed millitary police control traffic\xe2\x80\xa6 https://t.co/feNgAl2ZhD'"
1097562168168468481,2019-02-18 18:23:07,"b'21:23 Citi Hopa KCS 803L, the new Merc Buses plying Karen Route has a very rude and careless driver. The guy couldn\xe2\x80\xa6 https://t.co/Oa8pQzR7Np'"
1097558645158658048,2019-02-18 18:09:07,b'21:09 Kama ulipanda Akamba na hujaoa bado wewe utakufa single.  https://t.co/n1t1lQ9E5r via @ItsChurcho'
1097557512579108864,2019-02-18 18:04:37,"b'21:04 This matatu terminus has narrow inlets as well as outlets and serves way too many routes; Ngong,kibera,syokim\xe2\x80\xa6 https://t.co/VyQnTpoACy'"
1097556505887428610,2019-02-18 18:00:37,"b""21:00 Tomorrow's weather in Nairobi: Mostly Sunny with a high of 30\xc2\xb0C and a low of 16\xc2\xb0C. #PlanWell &amp; have a goodnight. via @DrWambua"""
1097555374666858496,2019-02-18 17:56:07,b'20:56 An elderly woman has just been ran over by a latema Sacco matatu at the railways matatu terminus. Rumoured to\xe2\x80\xa6 https://t.co/YWawDu4Pqp'
1097555373681192960,2019-02-18 17:56:07,b'20:56 traffic has somehow eased on waiyaki way today. Ama ni mimi naona zangu\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 via @Muchiri_PM'
1097552227827412992,2019-02-18 17:43:37,b'20:43 @KURAroads Pliz tell us residents of Nandi Road in Karen what you intend to do with the poor state of this ro\xe2\x80\xa6 https://t.co/RgvxAIxt8I'
1097552102056968192,2019-02-18 17:43:07,b'20:43 Please confirm the source for this and provide a number we can call for these services? Situation on the grou\xe2\x80\xa6 https://t.co/qOPwVrGtiN'
1097551976085229568,2019-02-18 17:42:37,b'20:42 Enforcement of traffic laws should be a continuos process not an event. These laws apply to ALL road users. W\xe2\x80\xa6 https://t.co/85r7ZXsCkw'
1097551850423926790,2019-02-18 17:42:07,b'20:42 @KeNHAKenya do we have a prospective date when the new footbridges along Thika road will be complete? via @mwichigik'
1097551472835944449,2019-02-18 17:40:37,"b'20:40 If you are planning on getting insurance in this country, the number one company to AVOID is @Geminia_Kenya T\xe2\x80\xa6 https://t.co/z2gCzUBlJT'"
1097549082200100865,2019-02-18 17:31:07,b'20:31 Anyone noticed the recent spike in Fatal Road accidents in the past 1 week involving Nissan Matatus and Trail\xe2\x80\xa6 https://t.co/oLBgwlhMVh'
1097548704503001089,2019-02-18 17:29:37,"b""20:29 Been waiting at Alsops for close to an hour just because a traffic officer won't use common sense and give al\xe2\x80\xa6 https://t.co/xICMQYlyBP"""
1097548579030384640,2019-02-18 17:29:07,b'20:29 Adams ngong road moving. via @BwamburaJoel'
1097547320642756608,2019-02-18 17:24:07,b'20:24 Governor @MikeSonko wake up.. Uhuru Highway is also in darkness.  https://t.co/pET5QPljxd via @realseancardo'
1097544931139305474,2019-02-18 17:14:37,b'20:14 Someone tell us kama hizo ni indicators ama ni nini  https://t.co/SnARsVz7pn via @wangundo2166'
1097544677769838592,2019-02-18 17:13:37,"b'20:13 Dear @ntsa_kenya, why do insurance companies ask you not to accept liability when. So why is the insurance th\xe2\x80\xa6 https://t.co/4q0dZxdu0R'"
1097544426581315585,2019-02-18 17:12:37,"b'20:12 @KibetBenard_ @ImmigrationDept              opening us up to all kinds of hacking, fraud, invasion of privacy\xe2\x80\xa6 https://t.co/cc1LfoBHwA'"
1097544048905252866,2019-02-18 17:11:07,"b'20:11 Not only thika road...langata road,dagoretti road andparts of southern bypass...pitch dark via @muchiraj'"
1097543923218681857,2019-02-18 17:10:37,b'20:10 This is how it is when going to garden city mall but its kinyonga move.  https://t.co/CgJtgWkgQJ via @78mashawilliam'
1097543545853018114,2019-02-18 17:09:07,b'20:09 Gun shots in South B. Along Mombasa Rd. via @AkokoFelix'
1097543168168521730,2019-02-18 17:07:37,"b'20:07 If NTSA also decides to revoke licenses of those drivers who overlap with impunity on our roads, Kenya will b\xe2\x80\xa6 https://t.co/TKtDmtYAKu'"
1097542916552228869,2019-02-18 17:06:37,b'20:06 Agreed . both psv &amp;GK Drivers need to be retrained. Cops too need retraining to reflect a service outlook @ntsa_kenya via @Royakalah1'
1097542790777659392,2019-02-18 17:06:07,b'20:06 @ntsa_kenya @motoristsoffice Ban those reckless drive for life never to drive on Kenyan roads via @papafavour'
1097542665065910272,2019-02-18 17:05:37,"b'20:05 @ntsa_kenya @TransportKE   The so called ""Nissan Matatu"" shuttle is getting involved in far too many accident\xe2\x80\xa6 https://t.co/rllSGPeSA2'"
1097542539324866560,2019-02-18 17:05:07,"b'20:05 @ntsa_kenya @TransportKE   The so called ""Nissan Matatu"" shuttle is getting involved in far too many accident\xe2\x80\xa6 https://t.co/ff1tsl2wED'"
1097542035907792897,2019-02-18 17:03:07,b'20:03 Thika Superhighway in darkness. Somebody is sleeping on the job..  https://t.co/n9CF9lVb8H via @realseancardo'
1097540399718113280,2019-02-18 16:56:37,b'19:56 on my way to release my driver at Kamitha Police post.. He was picked up waiting for me.. They ask for 3000.\xe2\x80\xa6 https://t.co/F4GSHYKH68'
1097539519191097344,2019-02-18 16:53:07,b'19:53 Msa road ni clear via @Olemotes'
1097538011229814784,2019-02-18 16:47:07,"b""19:47 Yes now you're from slumber fanyeni kazi\nAlso come to thika road and reign on Githurai,kahawa,mwiki and thika\xe2\x80\xa6 https://t.co/sN9hILEJUw"""
1097538010197958657,2019-02-18 16:47:07,b'19:47 @ntsa_kenya The Matatu /Boda boda mentality is bad for development of this Country. Without adherence to traf\xe2\x80\xa6 https://t.co/y41cOOIdbp'
1097536499149688833,2019-02-18 16:41:07,b'19:41 Me kitu ina niuma ni ngong road construction bana hadi plant operators na Foremen wote ni foreigners bana whe\xe2\x80\xa6 https://t.co/q5PchUEi6x'
1097534989313429505,2019-02-18 16:35:07,b'19:35 @DenrRiq They are not legal.but again why are you perpetrating corruption.polisi wa kenya ni pesa walipenda n\xe2\x80\xa6 https://t.co/qf1QbNhdRX'
1097533982655369222,2019-02-18 16:31:07,b'19:31 From Cotton road Kileleshwa to Ole Odume road connecting to Argwings Kodhek is moving on a snail pace. via @ClemTraffic'
1097531592606666754,2019-02-18 16:21:37,"b""19:21 They don't have to revoke, just introduce a digital point system which will affect the cost of the insurance\xe2\x80\xa6 https://t.co/0hCk2Gdxg3"""
1097530333745106944,2019-02-18 16:16:37,b'19:16 From Cotton road Kileleshwa to Ole Odume road connecting to Argwings Kodhek is moving on a snail pace. via @Thwalib83'
1097530207567781888,2019-02-18 16:16:07,b'19:16 @MikeSonko Nasty Accident at Argwings Khodhek again bus had no control of brakes reversed into a transformer\xe2\x80\xa6 https://t.co/KGE1D7jVlR'
1097529076083032065,2019-02-18 16:11:37,b'19:11 I mean limited to clearing the road for traffic to flow. via @KiraguDuncan'
1097528949616398336,2019-02-18 16:11:07,"b""19:11 @ntsa_kenya You revoked his license, so what? Tell us how you'll keep him off our roads. via @vaniovana"""
1097528697760952321,2019-02-18 16:10:07,"b""19:10 @ntsa_kenya @K24Tv @KTNNews @citizentvkenya @NTVnewsroom\nDon't you think that you are failing this nation whe\xe2\x80\xa6 https://t.co/EQCrGv6uew"""
1097528446396317696,2019-02-18 16:09:07,"b'19:09 Happening now on Argwings Khodek road. Driver of Double M lost control as brakes failed and rolled backwards,\xe2\x80\xa6 https://t.co/a3b7OUdKaK'"
1097527817057771520,2019-02-18 16:06:37,b'19:06 @PSCharlesHinga Kudos! Sasa tuone kazi on the ground esp on empty land like Mavoko Konza if gov can build and\xe2\x80\xa6 https://t.co/LlcLKGkDoi'
1097527188461707264,2019-02-18 16:04:07,"b'19:04 @ntsa_kenya @NPSOfficial_KE @FredMatiangi @JamesMacharia_ Most of psv drivers got there licence 3-4 yrs ago,i\xe2\x80\xa6 https://t.co/tzHEhR0NGp'"
1097527061839785984,2019-02-18 16:03:37,b'19:03 #TrafficWatch Do not let your phone get in the way of your good sense #ArriveAlive via @chukuacontrol'
1097526810445840384,2019-02-18 16:02:37,b'19:02 I suspect the towing is limited to ensuring free flow of traffic and motorists there after sort themselves. via @KiraguDuncan'
1097525803720548352,2019-02-18 15:58:37,b'18:58 KeNHA awards a three year tender for PBC works which I believe involves clearing stalled motorvehicles and ve\xe2\x80\xa6 https://t.co/pyiBNVAgDo'
1097525048737443841,2019-02-18 15:55:37,b'18:55 The govt via @ntsa_kenya and @NPSOfficial_KE should vet all driving schools coz the number of accidents on ou\xe2\x80\xa6 https://t.co/4b84H84eFF'
1097524796852703232,2019-02-18 15:54:37,"b'18:54 If @ntsa_kenya wants any Kenyan road user to take it seriously, it must start acting serious. How do you writ\xe2\x80\xa6 https://t.co/fUuWmSGQb9'"
1097524419822526464,2019-02-18 15:53:07,b'18:53 @ntsa_kenya     @SafedriveAfrica @AAKenya     @KenyaRedCross  remedy for this nation on road use is simple.Tr\xe2\x80\xa6 https://t.co/DYCzFKDIX3'
1097524042402328577,2019-02-18 15:51:37,"b'18:51 kuna njam waiyaki way niende home ama ni take three, hakuna sheria ya kukamata mlevi anless she/he cnt contro\xe2\x80\xa6 https://t.co/j2B0eMjIZB'"
1097522281876733953,2019-02-18 15:44:37,b'18:44 You risk loosing your Driving licence for good for disregarding traffic rules says @ntsa_kenya\xe2\x80\xa6 https://t.co/81sEAZEjkt'
1097522280840736770,2019-02-18 15:44:37,b'18:44 It is yet another beautiful ride towards the sunset on Thika Road. Drivers must invest in good stereos for th\xe2\x80\xa6 https://t.co/8D4RqUfBed'
1097522028595294209,2019-02-18 15:43:37,b'18:43 Saa Hii ndio naona Bunyala Roundabout  https://t.co/E4MxMqFCda via @majau_k'
1097521903143739392,2019-02-18 15:43:07,b'18:43 When are we going to stop using racist and colonial hungover language on our road signs? Why Black Spot &amp; not\xe2\x80\xa6 https://t.co/z8zslEX7Hp'
1097521525455048710,2019-02-18 15:41:37,b'18:41 thank you @ntsa_kenya  https://t.co/wYbXVpbWFM via @Brandenmarshal7'
1097521399697195009,2019-02-18 15:41:07,b'18:41 Ngara dumping site  https://t.co/bcD8CVBRAR via @PRSA_Roadsafety'
1097521022079811586,2019-02-18 15:39:37,"b'18:39 #KAW057B @ntsa_kenya boarded below matatu from posta to leisure in Mombasa a while ago, forced to pay kes 70,\xe2\x80\xa6 https://t.co/UD3UrYTvGK'"
1097519763792769025,2019-02-18 15:34:37,b'18:34 Yani munataka kusema hamuoni huyu traffic police woman hapa roundabout ya Haile Selassie na Uhuru highway vil\xe2\x80\xa6 https://t.co/fZvzFfMUWq'
1097519512163897344,2019-02-18 15:33:37,b'18:33 In the streets of Nairobi is it Japanese car drivers\nwho have inferiority complex or its Big machines\ndrivers\xe2\x80\xa6 https://t.co/OFnxoTi9pz'
1097519260526616577,2019-02-18 15:32:37,b'18:32 In the streets of Nairobi is it Japanese car drivers who have inferiority complex or its Big machines drivers\xe2\x80\xa6 https://t.co/kGeDsOvlEm'
1097517374654300160,2019-02-18 15:25:07,"b'18:25 Chinese should be given the Kingara rd stretch from junction mall to try reduce the depression,everyday there\xe2\x80\xa6 https://t.co/mUfq0waAsf'"
1097517373333164033,2019-02-18 15:25:07,"b'18:25 @Environment_Ke,@NemaKenya @MikeSonko Who authorised the cutting down of mature trees along Mombasa road outs\xe2\x80\xa6 https://t.co/cMPLvuAKMp'"
1097516240476749824,2019-02-18 15:20:37,b'18:20 @ntsa_kenya     @SafedriveAfrica @AAKenya     @KenyaRedCross  Why is it that ALL fatal accidents involve lorr\xe2\x80\xa6 https://t.co/WnFFmUH3Vv'
1097513598845362182,2019-02-18 15:10:07,b'18:10 @Ma3Rou Tire burst at Kencom via @crysoft'
1097513094870384640,2019-02-18 15:08:07,b'18:08 A Matatu belonging to K-64 Sacco involved in yet another accident along Nandi Hills Kericho road at Chepsangw\xe2\x80\xa6 https://t.co/x335xbzWvO'
1097512717622169601,2019-02-18 15:06:37,b'18:06 Eish pole... There is a truck stuck on airport north road it has affected kila mahali..... via @TheRealMakori'
1097512591788785672,2019-02-18 15:06:07,b'18:06 Just heard a loud bang in the CBD. What could be it? via @KabuyaKev'
1097512340084457472,2019-02-18 15:05:07,b'18:05 Waiyaki all the way mpaka uthiru ni bumper to bumber. Inakaa parking lot. via @Kevoh_254'
1097511837418037249,2019-02-18 15:03:07,b'18:03 loud bang in cbd any leads? via @Ochiengna'
1097511083089297409,2019-02-18 15:00:07,"b""18:00 Today's traffic updates brought to you by @MkoinKe, Lipa Fare na M-Koin! To install dial *626# #wekakwamkoin  https://t.co/VhCtbCIv8Y"""
1097510830940262400,2019-02-18 14:59:07,"b'17:59 Thika Superhighway now, stick to main road. Resist temptations za kutumia service lane ukitoka tao. via @MwaiPetrov'"
1097509697740042241,2019-02-18 14:54:37,b'17:54 the traffic on Mombasa road is chaotic... it is a dead beat!! just expand Mombasa road.. via @elijah1334'
1097507558263345152,2019-02-18 14:46:07,b'17:46 how\xe2\x80\x99s traffic on Waiyaki Way? via @Nairesian'
1097507180838817793,2019-02-18 14:44:37,"b'17:44 Get your facts right, there is no way the @ntsa_kenya boss can purport to give orders to the police. Only the\xe2\x80\xa6 https://t.co/KtGdpq08eX'"
1097506551823257602,2019-02-18 14:42:07,b'17:42 Leo nimepatkana. Elgon Road kameshikana mbaya mbaya! How\xe2\x80\x99s that Bunyala Roundabout looking?  https://t.co/TuuD001iNb via @majau_k'
1097505546494795776,2019-02-18 14:38:07,b'17:38 Mlolongo Mombasa Rd nyayo stadium jam kibao via @AmimoBcs'
1097504916585832448,2019-02-18 14:35:37,b'17:35 We have confirmed that Wambui Murigi (13yrs) has been found safe and reunited with family. Thank you for shar\xe2\x80\xa6 https://t.co/gVrMi9MwAs'
1097504790198792193,2019-02-18 14:35:07,b'17:35 @nairobilord   @JamesWa41473716  Those are my two routes \xf0\x9f\x98\xad\n\nWill definitely kaa radar via @emmwirichia'
1097504664348700675,2019-02-18 14:34:37,b'17:34 @nairobilord   @JamesWa41473716  I know those cops are usually hungry. Now I know they have expanded the drag\xe2\x80\xa6 https://t.co/kmDdWeGxIq'
1097504412451434497,2019-02-18 14:33:37,b'17:33 @JamesWa41473716 @mohamudabdifata  I have also learnt to avoid it at all costs. Same cops can be found at the\xe2\x80\xa6 https://t.co/MtIneY9t8t'
1097502777876582401,2019-02-18 14:27:07,b'17:27 a lot of jam on Eastern bypass off mombasa road. via @OpwokoM'
1097502776844869633,2019-02-18 14:27:07,b'17:27 The @ntsa_kenya Director General Francis Meja orders Regional Police Commanders to invoke section 40 of the T\xe2\x80\xa6 https://t.co/2YqqhzA3Fg'
1097502651619655681,2019-02-18 14:26:37,b'17:26 @JamesWa41473716 @mohamudabdifata We are talking about Lusaka hapo DT Dobie? via @emmwirichia'
1097501770312572930,2019-02-18 14:23:07,b'17:23 lorry broken down on #uhuruhighway opp nyayo house heading westlands via @crimewatch008'
1097500637632307200,2019-02-18 14:18:37,"b'17:18 Pump prices recently went down,what of bus fare in your area.Kangemi  no change at all via @AmadiFrances2'"
1097500008604225536,2019-02-18 14:16:07,"b'17:16 @totalkenya @denoxpo  Seems like this is a trend... When the dusk comes, get to the nearest  I was once force\xe2\x80\xa6 https://t.co/ytYYrt03qJ'"
1097497995396960256,2019-02-18 14:08:07,"b'17:08 @MikeSonko    , Germany stunning geometrical parking offers 60% of space and easy parking and exit.\xe2\x80\xa6 https://t.co/qBAANqcnHX'"
1097495982617571330,2019-02-18 14:00:07,"b""17:00 Today's traffic updates brought to you by @MkoinKe, Lipa Fare na M-Koin! To install dial *626# #wekakwamkoin  https://t.co/VhCtbCIv8Y"""
1097495730569256961,2019-02-18 13:59:07,b'16:59 @paulakahumbu @SafeDrivingKE  What is Kenya Railway doing with the land. ??? via @WazirRama'
1097495101415321600,2019-02-18 13:56:37,"b""16:56 @howardjeff10 Drive with her @TwoRivers_KE and buy her lot's of pizza and ice cream with the car parked on th\xe2\x80\xa6 https://t.co/EMTUli9Wt6"""
1097494220796055553,2019-02-18 13:53:07,"b'16:53 Ukitaka kujua ""purchaser in good faith for value"" is BS and only applies to certain hotels along Langata Road\xe2\x80\xa6 https://t.co/NrXqG5fjBg'"
1097491704003903491,2019-02-18 13:43:07,"b'16:43 Drivers sleep is very important always sleep well and comfortable, you cannot compete with sleep! #Roadsafety\xe2\x80\xa6 https://t.co/iehD9H16q2'"
1097486796760498176,2019-02-18 13:23:37,b'16:23 accident on forest causing crazy traffic stretching all the way to pangani via @fombuya'
1097485664369676288,2019-02-18 13:19:07,b'16:19 He was on phone and missed warning triangle causing a pile up. At Pangani underpass just after Shell petrol s\xe2\x80\xa6 https://t.co/684juef5hG'
1097482392741314560,2019-02-18 13:06:07,b'16:06 @is_nyakundi   @ntsa_kenya     @SafedriveAfrica     @KenyaRedCross  Did people survive the above accident? via @HildaMuteshi'
1097482015123931136,2019-02-18 13:04:37,b'16:04 @ntsa_kenya     @SafedriveAfrica @AAKenya       @KenyaRedCross  eldama ravin area...\n\nCarelessness must stop\xe2\x80\xa6 https://t.co/AQCiD1W2z9'
1097480885128052736,2019-02-18 13:00:07,"b""16:00 Today's traffic updates brought to you by #Ma3RouteApp, get it for your android or iPhone &amp; beat jams like a\xe2\x80\xa6 https://t.co/IUnE7ArdRs"""
1097480884050149377,2019-02-18 13:00:07,b'16:00 @ntsa_kenya     @SafedriveAfrica @AAKenya     @KenyaRedCross  Many of these drivers all they know is foot to\xe2\x80\xa6 https://t.co/yVaHqKlVfO'
1097480882951200768,2019-02-18 13:00:07,b'16:00 How Kanjo is dealing with idlers in the CBD  \xf0\x9f\x98\x82\xf0\x9f\x98\x82  https://t.co/Kq6uky1dOK via @IkeOjuok'
1097480756807512065,2019-02-18 12:59:37,b'15:59 How Kanjo is dealing with idlers in the CBD  \xf0\x9f\x98\x82\xf0\x9f\x98\x82  https://t.co/ImLuI7TLsw via @IkeOjuok'
1097479876225970176,2019-02-18 12:56:07,b'15:56 Driver of KBY 912L KWFT vehicle has caused a pile up at the underpass heading to CBD. He was on phone and mis\xe2\x80\xa6 https://t.co/FCWEl89Su1'
1097478618438090753,2019-02-18 12:51:07,b'15:51 @ntsa_kenya     @SafedriveAfrica @AAKenya       @KenyaRedCross  eldama ravin area...\n\nCarelessness must stop\xe2\x80\xa6 https://t.co/6eyJ9W6jKT'
1097477485082619906,2019-02-18 12:46:37,"b""15:46 @JamesWa41473716 It's high time someone does something urgently. They arrested me coz of tint. The courts say\xe2\x80\xa6 https://t.co/OoKVIw9btS"""
1097474213722669061,2019-02-18 12:33:37,b'15:33 Driver of KBY 915L KWFT vehicle has caused a pile up at the underpass heading to CBD. He was on phone and mis\xe2\x80\xa6 https://t.co/Q3EO5iFs2C'
1097473710590701568,2019-02-18 12:31:37,b'15:31 Mombasa Road from machakos junction towards Nairobi is nyweeeeeeeer via @Isaack_Muthusi'
1097472955427229696,2019-02-18 12:28:37,"b'15:28 @amthasphynx Thika road has now become worse with jam.... There is jam always from Monday to Monday, what the\xe2\x80\xa6 https://t.co/OpGXyGYdPC'"
1097471697127645186,2019-02-18 12:23:37,b'15:23 @JamesWa41473716 I was also arrested for having tint on a commercial private matatu! Hapo rounda ya inda pris\xe2\x80\xa6 https://t.co/PREqwTpBxf'
1097471319984295938,2019-02-18 12:22:07,b'15:22 My people who access town from Thika Road...the traffic...how in hell do you cope?? via @amthasphynx'
1097469809766350850,2019-02-18 12:16:07,b'15:16 1505hrs outter ring and Thika road  https://t.co/kPqoZ6EmWn via @meyannataan'
1097468425499222016,2019-02-18 12:10:37,b'15:10 Ngara and Globe roundabout .....1505hrs  https://t.co/ajnvA3ZfZk via @meyannataan'
1097466160633864192,2019-02-18 12:01:37,b'15:01 #KCK941K @ntsa_kenya Climax coach overlapping in a dangerous manner along waiyaki way 11:40am\xe2\x80\xa6 https://t.co/Kz4pH7UxXn'
1097464525274734592,2019-02-18 11:55:07,b'14:55 Haki these industrial area round about cops are nightmare to motorist they arrest you for funny claims I was\xe2\x80\xa6 https://t.co/XjpWNrceFz'
1097464399009406976,2019-02-18 11:54:37,"b'14:54 If you reach that same fixed point before you can count to three, then you are driving too close to the car i\xe2\x80\xa6 https://t.co/IxNqfbYp63'"
1097463015081984001,2019-02-18 11:49:07,"b'14:49 Current state of thika rd inbound at ngara footbridge..   ,  https://t.co/GTOPLjmNvP via @lesootia_joel'"
1097458359492661248,2019-02-18 11:30:37,b'14:30 #KAD523S If you are the owner or you know the owner of get in touch regarding a recent minor road accident.\nT\xe2\x80\xa6 https://t.co/tmFQtywYkC'
1097451438635126784,2019-02-18 11:03:07,"b'14:03 i need help, I was just stopped by a cop in industrial area claiming the LED lights are already ruled out? Is\xe2\x80\xa6 https://t.co/qquPKeyrkF'"
1097450684146950144,2019-02-18 11:00:07,"b""14:00 Today's traffic updates brought to you by @MkoinKe, Lipa Fare na M-Koin! To install dial *626# #wekakwamkoin  https://t.co/VhCtbCIv8Y"""
1097446657782939648,2019-02-18 10:44:07,"b'13:44 @juliusmutiso5 Remember Waiyaki way from James Gichuru is being upgraded to 6 lanes, so the interchange is co\xe2\x80\xa6 https://t.co/XYhNn1S66L'"
1097446279704125440,2019-02-18 10:42:37,b'13:42 Tunaunda barabara hii Nairobi bila ku-factor in BRT na soon tutataka kujenga BRT tena. Tulirogwa na nani? Sai\xe2\x80\xa6 https://t.co/CnBDiqouLM'
1097445776324812800,2019-02-18 10:40:37,b'13:40 The ministry of roads and transport is being run by a sleeping CS how do you join the Westlands link road (by\xe2\x80\xa6 https://t.co/ZWIfGUnb6b'
1097445525874450435,2019-02-18 10:39:37,b'13:39 Avoid that exit to bypass on Thika Road. There is an accident hapo chini and traffic has already built up via @TheRealWambo'
1097445524708327424,2019-02-18 10:39:37,b'13:39 @KURAroads @KeNHAKenya     This section of lower hill road in Upper Hill opp. NTSA offices has been grabbed b\xe2\x80\xa6 https://t.co/MfdqiLSvGc'
1097443007970852865,2019-02-18 10:29:37,"b""13:29 @saiki_othenjo My friend,trust me they don't.all they do is intimidate vulnerable motorists who's vehicle's s\xe2\x80\xa6 https://t.co/9vM1PYh9NU"""
1097441120546668544,2019-02-18 10:22:07,"b'13:22 Demolition on going in Githurai 45,strutures along the railway reserve been cleared via @wellikarucey'"
1097431935029264384,2019-02-18 09:45:37,b'12:45 did U know KenHa provides free towing and ambulance service to super highway users  https://t.co/gbMA2gz2Qx via @saiki_othenjo'
1097428411713286144,2019-02-18 09:31:37,b'12:31 Heavy traffic ngara towards town  https://t.co/zzN0PlSgIh via @PRSA_Roadsafety'
1097428160336007168,2019-02-18 09:30:37,"b'12:30 If you get into the front seat of a 14 seater and the konda asks you to help close the passenger door, alight\xe2\x80\xa6 https://t.co/Y7cC0pMpUL'"
1097426398598320128,2019-02-18 09:23:37,"b'12:23 A house Is on fire along Outering road, traffic is building up.     @sikikasafety  https://t.co/vjhUnf0G8u via @PRSA_Roadsafety'"
1097425895600590848,2019-02-18 09:21:37,"b'12:21 Multiple accidents along Mombasa road, trafgic is horrible.     @sikikasafety  https://t.co/q6OIYrumJK via @PRSA_Roadsafety'"
1097421868804591616,2019-02-18 09:05:37,b'12:05 @RoadsafetyZim @Roadsafetyz        are you passionate about Road Safety? Willing to learn? Join me\xe2\x80\xa6 https://t.co/xC8EHOr829'
1097417338931040258,2019-02-18 08:47:37,b'11:47 @MikeSonko this is pure nonsense. How is it that the contractor doing Muthangari Drive is blocking a commerci\xe2\x80\xa6 https://t.co/1WusTSYwh4'
1097415451435507712,2019-02-18 08:40:07,b'11:40 Police are collecting bribe openly bypass near Kenyatta University Hospital. via @mwassdatatec1'
1097413438341595136,2019-02-18 08:32:07,"b'11:32 Dear @KeNHAKenya @MikeSonko   Crossing the road along Waiyaki way at mirage Towers, is a dangerous experience\xe2\x80\xa6 https://t.co/13NHjgQnLS'"
1097411047458332672,2019-02-18 08:22:37,"b""11:22 @ntsa_kenya     @SafedriveAfrica @AAKenya       @KenyaRedCross  dynamics  are just okay as they are don't mod\xe2\x80\xa6 https://t.co/UBejOpxy2A"""
1097410166901952512,2019-02-18 08:19:07,b'11:19 drunk driving may not be illegal but remains a risk to driver and other motorists .reflexes are affected when\xe2\x80\xa6 https://t.co/jrMpjg0XKL'
1097409160407330816,2019-02-18 08:15:07,"b""11:15 @totalkenya @denoxpo I once was told the same at Total mbagathi way just past 11pm, it's a stupid mentality a\xe2\x80\xa6 https://t.co/eEgKrBnSKI"""
